2.875241518020629883e+00	1.255040530044510619e-16	7.848388273365987179e-17
2.875917911529541016e+00	1.220284759913069315e-16	5.746445267857328489e-17
2.876594305038452148e+00	2.006950991057716654e-16	5.779169146051050510e-17
2.877270698547363281e+00	3.972808100867294838e-17	1.058960918136585272e-16
2.917177915573120117e+00	-2.505135899364236749e-16	1.082094435929041944e-16
2.917854309082031250e+00	-1.714518942107683640e-16	1.055158436075691748e-16
2.918530702590942383e+00	-1.396476807767691317e-16	1.010303767392487410e-16
2.920559883117675781e+00	2.126402378773785799e-16	1.018466786277362600e-16
2.921236276626586914e+00	1.775769264314698629e-16	9.029386552105467349e-17
2.921912670135498047e+00	1.527084941126749264e-16	6.930098190446340774e-17
2.923265457153320312e+00	4.976413628331397939e-17	9.710433288281804937e-17
2.923941850662231445e+00	-2.098227065638371132e-17	7.952749325267426830e-17
2.924618244171142578e+00	1.945739490658558483e-17	8.176903810784550086e-17
2.925294637680053711e+00	-3.215668948055748357e-17	7.168707857920707387e-17
2.925971031188964844e+00	-5.271298599879999825e-17	1.061213200075982670e-16
2.926647424697875977e+00	1.177015844809711912e-16	1.368914589222810099e-16
2.951673984527587891e+00	2.244969789305005467e-16	1.078567423981117226e-16
2.952350378036499023e+00	1.685739829116605984e-16	8.488317765943509299e-17
2.953026771545410156e+00	8.636058166582063150e-17	9.576801644281943536e-17
2.953703165054321289e+00	3.318554237067875734e-17	9.545243390346510753e-17
2.978729724884033203e+00	2.196798284077008615e-16	8.948077491263053384e-17
2.980082511901855469e+00	2.254939154559277581e-16	1.266550553274883809e-16
2.980758905410766602e+00	2.639138812569008805e-16	9.009823146151713665e-17
2.981435298919677734e+00	1.750697078657848733e-16	8.480598356596602299e-17
2.982111692428588867e+00	1.632224340160591651e-16	8.374804032584756389e-17
2.982788085937500000e+00	6.189584058493454543e-17	8.268766259419730918e-17
2.999697923660278320e+00	-1.970548870566132338e-17	1.360980911723792239e-16
3.004432678222656250e+00	-4.345523690191694712e-18	1.244265350530121087e-16
3.005109071731567383e+00	-1.677857909763765243e-16	1.487868725192924009e-16
3.005785465240478516e+00	-1.771378464307485914e-16	1.416941763454910243e-16
3.006461858749389648e+00	-1.177944616782525903e-16	1.259964103452857808e-16
3.008491039276123047e+00	-5.653925568132383157e-17	1.129492795933875360e-16
3.009167432785034180e+00	-8.263399456797183930e-17	1.011252870978725836e-16
3.009843826293945312e+00	-9.975572241654480140e-17	1.050229109514930707e-16
3.010520219802856445e+00	3.701019382498851837e-17	9.533737974372085012e-17
3.011196613311767578e+00	9.262950249890226728e-17	7.419217167235400329e-17
3.011873006820678711e+00	8.314499533165937935e-17	7.906290442108861071e-17
3.012549400329589844e+00	1.486178377304845790e-16	7.958459298329474845e-17
3.013225793838500977e+00	2.170974403692370801e-16	6.641041991863240124e-17
3.013902187347412109e+00	3.984224772913115522e-16	9.546123696631214244e-17
3.014578580856323242e+00	4.765076348115678111e-16	7.689091774303835476e-17
3.015254974365234375e+00	1.780101422842221926e-16	8.171589061185519836e-17
3.015931367874145508e+00	2.174013649689505021e-16	7.500700155863626533e-17
3.016607761383056641e+00	9.529343381997303644e-17	8.899432505492126317e-17
3.017284154891967773e+00	-3.379159985273121277e-18	9.603986946036177818e-17
3.017960548400878906e+00	8.829338117563756990e-18	7.792807961729314630e-17
3.018636941909790039e+00	1.076245569464239884e-16	8.893086948815714303e-17
3.019313335418701172e+00	5.890391434153999582e-19	9.475979526734255521e-17
3.021342515945434570e+00	-5.103049873308990674e-17	1.283191674332303047e-16
3.022018909454345703e+00	-2.262275750577379847e-16	1.015121899974974960e-16
3.022695302963256836e+00	-1.307261702678938655e-16	1.112615147034138447e-16
3.023371696472167969e+00	-3.535834605331479444e-17	1.507523859762215566e-16
3.024048089981079102e+00	-5.965492875196753551e-17	1.556300254303887019e-16
3.024724483489990234e+00	-8.814480856539073195e-17	1.294791876396500088e-16
3.038928747177124023e+00	-3.273309283050740963e-17	1.226981723118489192e-16
3.039605140686035156e+00	9.763249259044680098e-18	1.207784258338932517e-16
3.040281534194946289e+00	-1.819152978875369134e-17	1.194380309649803727e-16
3.042987108230590820e+00	1.278689554579925364e-16	5.579785228219552292e-17
3.045016288757324219e+00	3.697540551441213525e-17	6.063021618727635955e-17
3.045692682266235352e+00	3.980384079557997225e-17	8.439466553807505918e-17
3.046369075775146484e+00	1.146932993273379792e-16	6.911303233603008313e-17
3.047045469284057617e+00	1.144388880075215224e-16	8.225914680763125189e-17
3.047721862792968750e+00	-1.081743363309342064e-16	7.547811755719996112e-17
3.048398256301879883e+00	-6.974330782327780845e-17	9.578246715455401303e-17
3.049074649810791016e+00	-1.404781191277222164e-16	9.018379999389032084e-17
3.049751043319702148e+00	-1.453224099871216462e-16	9.644704810076883897e-17
3.051103830337524414e+00	-3.662213853296450264e-17	1.075432808824483991e-16
3.051780223846435547e+00	-6.123239879632676683e-17	1.049069396269698858e-16
3.052456617355346680e+00	-2.550183667836904828e-16	1.048417806756210130e-16
3.053133010864257812e+00	-1.855274717745197947e-16	8.640348501485318831e-17
3.053809404373168945e+00	-1.187599795965735597e-16	7.584139402711899549e-17
3.054485797882080078e+00	2.354818539191425327e-17	7.019358605714609756e-17
3.055162191390991211e+00	1.105455839587907228e-16	9.448990940765612940e-17
3.055838584899902344e+00	1.708524078605216089e-17	9.487440352741799952e-17
3.056514978408813477e+00	-8.396854945522920173e-17	1.010102434564979711e-16
3.057191371917724609e+00	-8.384686283641236546e-17	1.072114531003383029e-16
3.057867765426635742e+00	-1.195578342084235984e-16	8.633360708263895678e-17
3.058544158935546875e+00	-2.052359094025312505e-16	8.567996707003038970e-17
3.059220552444458008e+00	-7.757124254675426424e-17	1.009710230137409241e-16
3.059896945953369141e+00	-3.751190387153475912e-17	9.833399289667250219e-17
3.060573339462280273e+00	-9.111717757227811569e-17	8.745851591364236003e-17
3.061249732971191406e+00	-9.357297238385787477e-17	8.817706407162730177e-17
3.061926126480102539e+00	-5.871938447888035042e-18	8.908611982823136069e-17
3.062602519989013672e+00	1.656328036547910259e-16	1.203950843212190297e-16
3.063278913497924805e+00	4.679467016001872317e-17	1.179712785243300811e-16
