0.95755702257	0.00425	8.4797623962e-17	6.6121060248e-17
0.96595001221	0.00425	1.0117540543e-16	4.6994690905e-17
0.97457200289	0.00425	1.0771160596e-16	4.3771691721e-17
0.98340702057	0.00425	8.8762665908e-17	4.0882990944e-17
0.99244302511	0.00425	1.5449943783e-16	3.7858112869e-17
1.0016700029	0.00425	1.2626583286e-16	4.6243632333e-17
1.011070013	0.00425	1.3070001799e-16	3.2234332609e-17
1.0206400156	0.00425	1.5821949159999999e-16	3.0023395071e-17
1.0303599834	0.00425	1.7259261143e-16	3.7502799745e-17
1.0402100086	0.00425	2.0396240617999998e-16	2.6191531353e-17
1.0501899719	0.00425	2.2726875899e-16	3.2644013043e-17
1.060289979	0.00425	2.3928522399e-16	2.2777536022e-17
1.0704799891	0.00425	2.4264438788e-16	3.4948605395e-17
1.0807600021	0.00425	2.5441219331e-16	1.9607589237e-17
1.0911099911	0.00425	2.4998116787e-16	3.0960797767e-17
1.1015299559	0.00425	2.01325618e-16	2.9661830221e-17
1.111989975	0.00425	1.6312339537e-16	2.8827690441e-17
1.1224999428	0.00425	1.515690376e-16	2.7473035557e-17
1.1330200434	0.00425	1.3326444122e-16	2.6197691419e-17
1.1435600519	0.00425	1.3922797610999998e-16	3.0294621303e-17
1.1540900469	0.00425	1.2681899847e-16	3.4098049466e-17
1.1646100283	0.00425	1.4306103437e-16	1.8588336845e-17
1.1750999689	0.00425	1.2315786859e-16	2.2394813489e-17
1.1855499744	0.00425	1.2552134259e-16	2.1716221348e-17
1.1959500313	0.00425	1.7153064262e-16	2.9607697243999997e-17
1.2062799931	0.00425	2.0927212102e-16	1.6453428654e-17
1.216539979	0.00425	2.4744892495e-16	1.6322259548999998e-17
1.2266999483	0.00425	2.7615522687e-16	1.1996977103e-17
1.2367600203	0.00425	3.1649119718e-16	1.566105229e-17
1.2467000484	0.00425	3.4627615187e-16	1.9243409499999998e-17
1.2565200329	0.00425	3.5141659828e-16	1.8925881647e-17
1.266190052	0.00425	3.6929356842e-16	2.2519429696e-17
1.2756999731	0.00425	3.7903045632e-16	2.5803541596e-17
1.2850500345	0.00425	3.9593362084e-16	2.1714793669e-17
1.2942199707	0.00425	4.1333358234e-16	2.1784288662e-17
1.3031899929	0.00425	3.7452940975999997e-16	2.5310196909e-17
1.3119699955	0.00425	3.3413941442e-16	1.7873760233e-17
1.3205200434	0.00425	2.9899096856999996e-16	1.7857655729999998e-17
1.3288400173	0.00425	2.5667161505999996e-16	2.142092753e-17
